Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2025-10-20 13:30:00+00:00,257.8349914550781,257.8500061035156,255.6300048828125,255.88499450683594,3620909
2025-10-20 13:31:00+00:00,257.9949951171875,258.30999755859375,257.6000061035156,257.8399963378906,980390
2025-10-20 13:32:00+00:00,258.1889953613281,258.3299865722656,257.8999938964844,257.9800109863281,221783
2025-10-20 13:33:00+00:00,258.2200012207031,258.54998779296875,257.95001220703125,257.95001220703125,1009146
2025-10-20 13:34:00+00:00,258.3999938964844,259.20001220703125,258.1099853515625,258.2099914550781,737489
2025-10-20 13:35:00+00:00,258.5,258.5400085449219,257.95001220703125,258.3999938964844,363879
2025-10-20 13:36:00+00:00,258.0320129394531,258.4800109863281,257.7301025390625,258.3800048828125,329915
2025-10-20 13:37:00+00:00,258.3500061035156,258.70001220703125,257.9578857421875,258.01800537109375,325327
2025-10-20 13:38:00+00:00,258.3800048828125,258.69000244140625,257.95001220703125,258.32000732421875,259079
2025-10-20 13:39:00+00:00,258.29998779296875,258.54998779296875,258.1000061035156,258.33648681640625,179643
2025-10-20 13:40:00+00:00,258.4700927734375,258.81988525390625,258.2699890136719,258.3599853515625,274743
2025-10-20 13:41:00+00:00,258.5899963378906,258.7799987792969,258.4200134277344,258.45001220703125,227503
2025-10-20 13:42:00+00:00,258.8539123535156,258.92999267578125,258.2900085449219,258.6034851074219,291194
2025-10-20 13:43:00+00:00,258.68499755859375,258.95001220703125,258.57000732421875,258.8299865722656,228110
2025-10-20 13:44:00+00:00,258.4599914550781,258.7099914550781,258.44000244140625,258.70001220703125,188820
2025-10-20 13:45:00+00:00,258.32000732421875,258.6199951171875,258.2200012207031,258.4700012207031,0
2025-10-20 13:46:00+00:00,258.3599853515625,258.489990234375,258.2099914550781,258.32501220703125,2605194
2025-10-20 13:47:00+00:00,258.1199951171875,258.364990234375,257.8500061035156,258.3599853515625,302430
2025-10-20 13:48:00+00:00,257.92999267578125,258.1300048828125,257.739990234375,258.1199951171875,139037
2025-10-20 13:49:00+00:00,258.0950012207031,258.2300109863281,257.9200134277344,257.94000244140625,123363
2025-10-20 13:50:00+00:00,258.5400085449219,258.54998779296875,258.010009765625,258.1400146484375,302102
2025-10-20 13:51:00+00:00,258.8599853515625,259.1199951171875,258.5299987792969,258.5299987792969,412646
2025-10-20 13:52:00+00:00,258.6300048828125,258.8399963378906,258.3599853515625,258.8399963378906,246600
2025-10-20 13:53:00+00:00,258.6199951171875,258.82000732421875,258.4599914550781,258.6499938964844,173342
2025-10-20 13:54:00+00:00,258.8900146484375,258.9399108886719,258.6199951171875,258.6199951171875,129425
2025-10-20 13:55:00+00:00,259.6099853515625,259.7099914550781,258.8009033203125,258.9100036621094,670782
2025-10-20 13:56:00+00:00,259.7287902832031,259.8500061035156,259.4599914550781,259.6000061035156,410075
2025-10-20 13:57:00+00:00,259.2409973144531,259.8699951171875,259.0716857910156,259.7149963378906,378203
2025-10-20 13:58:00+00:00,259.2200012207031,259.42999267578125,259.1199951171875,259.260009765625,287034
2025-10-20 13:59:00+00:00,258.9775085449219,259.3699951171875,258.4200134277344,259.2300109863281,579499
2025-10-20 14:00:00+00:00,259.45989990234375,259.4800109863281,258.8900146484375,258.8900146484375,362376
2025-10-20 14:01:00+00:00,259.114990234375,259.56988525390625,259.0899963378906,259.4549865722656,212329
2025-10-20 14:02:00+00:00,258.6000061035156,259.2749938964844,258.5799865722656,259.114990234375,360509
2025-10-20 14:03:00+00:00,258.70098876953125,258.7395935058594,258.42010498046875,258.625,247292
