Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Datetime,,,,,
2025-10-20 13:30:00+00:00,515.0219116210938,515.5,513.7449951171875,514.635009765625,490436
2025-10-20 13:31:00+00:00,514.3438110351562,515.260009765625,513.6699829101562,515.010009765625,74126
2025-10-20 13:32:00+00:00,514.4349975585938,514.5836791992188,514.4099731445312,514.4099731445312,8876
2025-10-20 13:33:00+00:00,515.3699951171875,516.0399780273438,515.3699951171875,515.6099853515625,101246
2025-10-20 13:34:00+00:00,514.2349853515625,515.3779907226562,514.2000122070312,515.3779907226562,36559
2025-10-20 13:35:00+00:00,514.52001953125,514.5349731445312,514.0900268554688,514.1599731445312,54047
2025-10-20 13:36:00+00:00,514.7000122070312,514.9500122070312,514.5100708007812,514.60498046875,34511
2025-10-20 13:37:00+00:00,515.1160278320312,515.3502197265625,514.3800048828125,514.510009765625,40815
2025-10-20 13:38:00+00:00,514.5800170898438,515.2349853515625,514.5800170898438,515.1500244140625,32151
2025-10-20 13:39:00+00:00,514.4298706054688,514.6300048828125,514.1801147460938,514.5750122070312,27309
2025-10-20 13:40:00+00:00,514.8699951171875,514.8699951171875,514.25,514.4400024414062,53703
2025-10-20 13:41:00+00:00,515.0250244140625,515.0250244140625,514.6400146484375,514.8800048828125,31806
2025-10-20 13:42:00+00:00,514.590087890625,515.0,514.5900268554688,514.989990234375,38131
2025-10-20 13:43:00+00:00,514.760009765625,514.8099975585938,514.3499755859375,514.5549926757812,30546
2025-10-20 13:44:00+00:00,515.318603515625,515.3499755859375,514.7050170898438,514.7999877929688,30404
2025-10-20 13:45:00+00:00,515.3699951171875,515.489990234375,515.0399780273438,515.2249755859375,0
2025-10-20 13:46:00+00:00,515.4349975585938,515.5800170898438,515.25,515.3250122070312,347171
2025-10-20 13:47:00+00:00,515.2349853515625,515.4500122070312,515.030029296875,515.4349975585938,18561
2025-10-20 13:48:00+00:00,515.2000122070312,515.4000244140625,515.135009765625,515.1600952148438,25855
2025-10-20 13:49:00+00:00,514.7249755859375,515.219970703125,514.7249755859375,515.2100219726562,29713
2025-10-20 13:50:00+00:00,514.8900146484375,515.0089721679688,514.5750122070312,514.7365112304688,39097
2025-10-20 13:51:00+00:00,514.6900024414062,514.8900146484375,514.5,514.8900146484375,24506
2025-10-20 13:52:00+00:00,514.6500244140625,514.7899780273438,514.530029296875,514.719970703125,33597
2025-10-20 13:53:00+00:00,514.8800048828125,514.8939819335938,514.6300048828125,514.6300048828125,30287
2025-10-20 13:54:00+00:00,514.6900024414062,515.0,514.6900024414062,514.885009765625,24382
2025-10-20 13:55:00+00:00,513.739990234375,514.72998046875,513.5999755859375,514.72998046875,47503
2025-10-20 13:56:00+00:00,513.594970703125,513.8300170898438,513.4400024414062,513.760009765625,37707
2025-10-20 13:57:00+00:00,513.8150024414062,513.9398803710938,513.4400024414062,513.594970703125,41227
2025-10-20 13:58:00+00:00,514.7999877929688,514.8099975585938,513.780029296875,513.8800048828125,44209
2025-10-20 13:59:00+00:00,514.4760131835938,514.635009765625,514.27001953125,514.6300048828125,40434
2025-10-20 14:00:00+00:00,514.4100952148438,514.6599731445312,514.280029296875,514.469970703125,44657
2025-10-20 14:01:00+00:00,514.8699951171875,514.8800048828125,514.25,514.3800048828125,38693
2025-10-20 14:02:00+00:00,515.239990234375,515.2991943359375,514.8300170898438,514.8300170898438,46001
2025-10-20 14:03:00+00:00,515.719970703125,515.719970703125,515.1718139648438,515.260009765625,44979
2025-10-20 14:04:00+00:00,515.5037841796875,515.8300170898438,515.2899780273438,515.72998046875,37534
2025-10-20 14:05:00+00:00,516.0399780273438,516.0399780273438,515.4600219726562,515.4949951171875,54977
2025-10-20 14:06:00+00:00,516.2550048828125,516.3831176757812,515.9500122070312,515.9500122070312,43526
2025-10-20 14:07:00+00:00,516.3499755859375,516.4450073242188,515.969970703125,516.2000122070312,40249
2025-10-20 14:08:00+00:00,516.5850219726562,516.6799926757812,516.3200073242188,516.3499755859375,60485
2025-10-20 14:09:00+00:00,516.2000122070312,516.656005859375,516.1300048828125,516.656005859375,31687
2025-10-20 14:10:00+00:00,516.5900268554688,516.5900268554688,516.22998046875,516.239990234375,35449
2025-10-20 14:11:00+00:00,516.1649780273438,516.5449829101562,516.1400146484375,516.5449829101562,34324
2025-10-20 14:12:00+00:00,516.2949829101562,516.3400268554688,516.0399780273438,516.1599731445312,32205
2025-10-20 14:13:00+00:00,516.52001953125,516.5599975585938,516.2852172851562,516.2974853515625,34869
2025-10-20 14:14:00+00:00,516.1799926757812,516.530029296875,516.0900268554688,516.5,35586
2025-10-20 14:15:00+00:00,516.2550048828125,516.2919921875,515.8499755859375,516.1099853515625,55057
2025-10-20 14:16:00+00:00,516.2249755859375,516.4598999023438,516.2100219726562,516.2474975585938,22242
2025-10-20 14:17:00+00:00,515.969970703125,516.280029296875,515.969970703125,516.2470092773438,33324
2025-10-20 14:18:00+00:00,516.25,516.3687744140625,515.969970703125,515.9735107421875,21791
2025-10-20 14:19:00+00:00,516.3900146484375,516.469970703125,516.0499877929688,516.239990234375,63185
2025-10-20 14:20:00+00:00,516.2000122070312,516.39501953125,515.9600219726562,516.39501953125,36280
2025-10-20 14:21:00+00:00,516.5780029296875,516.6099853515625,516.1300048828125,516.1500244140625,37854
2025-10-20 14:22:00+00:00,516.6651000976562,516.9099731445312,516.5800170898438,516.64990234375,50640
2025-10-20 14:23:00+00:00,516.6300048828125,516.6599731445312,516.2849731445312,516.6300048828125,37842
2025-10-20 14:24:00+00:00,516.5399780273438,516.6591796875,516.4600830078125,516.6591796875,15119
2025-10-20 14:25:00+00:00,516.5499877929688,516.659912109375,516.3900146484375,516.5900268554688,22749
2025-10-20 14:26:00+00:00,516.8150024414062,516.8175048828125,516.489990234375,516.5278930664062,29409
2025-10-20 14:27:00+00:00,516.7025146484375,516.7999267578125,516.6099853515625,516.739990234375,19438
2025-10-20 14:28:00+00:00,516.5399780273438,516.8800048828125,516.5399780273438,516.6799926757812,36716
2025-10-20 14:29:00+00:00,516.47998046875,516.5800170898438,516.3300170898438,516.52001953125,25564
2025-10-20 14:30:00+00:00,516.3099975585938,516.489990234375,516.22998046875,516.469970703125,20925
2025-10-20 14:31:00+00:00,516.3515014648438,516.3515014648438,515.97998046875,516.260009765625,32950
2025-10-20 14:32:00+00:00,516.2598876953125,516.4400024414062,516.0900268554688,516.3350219726562,18333
2025-10-20 14:33:00+00:00,516.4500122070312,516.4500122070312,516.1113891601562,516.1950073242188,27487
2025-10-20 14:34:00+00:00,516.0900268554688,516.5999755859375,516.0900268554688,516.4299926757812,20773
2025-10-20 14:35:00+00:00,516.2550048828125,516.4199829101562,516.0,516.0,27616
2025-10-20 14:36:00+00:00,516.239990234375,516.3101196289062,516.1199951171875,516.2899780273438,20632
2025-10-20 14:37:00+00:00,516.3400268554688,516.4099731445312,516.1799926757812,516.239990234375,23850
2025-10-20 14:38:00+00:00,516.24951171875,516.4099731445312,516.0894775390625,516.3864135742188,16001
2025-10-20 14:39:00+00:00,517.010009765625,517.0426025390625,516.1199951171875,516.2100219726562,53961
2025-10-20 14:40:00+00:00,517.0999755859375,517.1300048828125,516.9199829101562,516.9650268554688,16151
2025-10-20 14:41:00+00:00,517.2899780273438,517.3359985351562,517.0625,517.0999755859375,29053
2025-10-20 14:42:00+00:00,517.1085815429688,517.2999877929688,517.0499877929688,517.25,38653
2025-10-20 14:43:00+00:00,517.5701293945312,517.6500244140625,517.1600952148438,517.1849975585938,38348
2025-10-20 14:44:00+00:00,518.0800170898438,518.0800170898438,517.4400024414062,517.6300048828125,89621
