Price,Close,High,Low,Open,Volume,Daily_Return,Moving_Avg_5
2025-10-20 13:34:00+00:00,258.3999938964844,259.20001220703125,258.1099853515625,258.2099914550781,737489.0,0.0006970516417410533,258.12779541015624
2025-10-20 13:35:00+00:00,258.5,258.5400085449219,257.95001220703125,258.3999938964844,363879.0,0.00038702053358274924,258.26079711914065
2025-10-20 13:36:00+00:00,258.0320129394531,258.4800109863281,257.7301025390625,258.3800048828125,329915.0,-0.0018103948183632035,258.26820068359376
2025-10-20 13:37:00+00:00,258.3500061035156,258.70001220703125,257.9578857421875,258.0180053710937,325327.0,0.0012323787286701027,258.30040283203124
2025-10-20 13:38:00+00:00,258.3800048828125,258.69000244140625,257.95001220703125,258.32000732421875,259079.0,0.00011611681280498942,258.3324035644531
2025-10-20 13:39:00+00:00,258.29998779296875,258.54998779296875,258.1000061035156,258.33648681640625,179643.0,-0.0003096876241643898,258.31240234375
2025-10-20 13:40:00+00:00,258.4700927734375,258.81988525390625,258.2699890136719,258.3599853515625,274743.0,0.0006585558982104001,258.3064208984375
2025-10-20 13:41:00+00:00,258.5899963378906,258.7799987792969,258.4200134277344,258.45001220703125,227503.0,0.00046389724693685075,258.418017578125
2025-10-20 13:42:00+00:00,258.8539123535156,258.92999267578125,258.2900085449219,258.6034851074219,291194.0,0.0010205963856395606,258.518798828125
2025-10-20 13:43:00+00:00,258.6849975585937,258.95001220703125,258.57000732421875,258.8299865722656,228110.0,-0.0006525487422081033,258.5797973632813
2025-10-20 13:44:00+00:00,258.4599914550781,258.7099914550781,258.44000244140625,258.70001220703125,188820.0,-0.0008698073163853071,258.61179809570314
2025-10-20 13:45:00+00:00,258.32000732421875,258.6199951171875,258.2200012207031,258.4700012207031,0.0,-0.0005416085099720913,258.5817810058594
2025-10-20 13:46:00+00:00,258.3599853515625,258.489990234375,258.2099914550781,258.32501220703125,2605194.0,0.00015476163754346572,258.53577880859376
2025-10-20 13:47:00+00:00,258.1199951171875,258.364990234375,257.8500061035156,258.3599853515625,302430.0,-0.0009288986220077344,258.3889953613281
2025-10-20 13:48:00+00:00,257.92999267578125,258.1300048828125,257.739990234375,258.1199951171875,139037.0,-0.000736101212616247,258.2379943847656
2025-10-20 13:49:00+00:00,258.0950012207031,258.2300109863281,257.9200134277344,257.94000244140625,123363.0,0.0006397415950354368,258.1649963378906
2025-10-20 13:50:00+00:00,258.5400085449219,258.54998779296875,258.010009765625,258.1400146484375,302102.0,0.001724199702102025,258.20899658203126
2025-10-20 13:51:00+00:00,258.8599853515625,259.1199951171875,258.5299987792969,258.5299987792969,412646.0,0.0012376297519345325,258.3089965820312
2025-10-20 13:52:00+00:00,258.6300048828125,258.8399963378906,258.3599853515625,258.8399963378906,246600.0,-0.0008884357635949858,258.41099853515624
2025-10-20 13:53:00+00:00,258.6199951171875,258.82000732421875,258.4599914550781,258.6499938964844,173342.0,-3.8703033043430146e-05,258.5489990234375
2025-10-20 13:54:00+00:00,258.8900146484375,258.9399108886719,258.6199951171875,258.6199951171875,129425.0,0.001044078324754505,258.7080017089844
2025-10-20 13:55:00+00:00,259.6099853515625,259.7099914550781,258.8009033203125,258.9100036621094,670782.0,0.0027809906229976367,258.9219970703125
2025-10-20 13:56:00+00:00,259.7287902832031,259.8500061035156,259.4599914550781,259.6000061035156,410075.0,0.0004576285133244262,259.09575805664065
2025-10-20 13:57:00+00:00,259.2409973144531,259.8699951171875,259.0716857910156,259.7149963378906,378203.0,-0.0018780858610942808,259.21795654296875
2025-10-20 13:58:00+00:00,259.2200012207031,259.42999267578125,259.1199951171875,259.260009765625,287034.0,-8.099063792954553e-05,259.33795776367185
2025-10-20 13:59:00+00:00,258.9775085449219,259.3699951171875,258.4200134277344,259.2300109863281,579499.0,-0.0009354705448627598,259.35545654296874
2025-10-20 14:00:00+00:00,259.4598999023437,259.4800109863281,258.8900146484375,258.8900146484375,362376.0,0.0018626766476059764,259.325439453125
2025-10-20 14:01:00+00:00,259.114990234375,259.56988525390625,259.0899963378906,259.4549865722656,212329.0,-0.0013293370886927613,259.2026794433594
2025-10-20 14:02:00+00:00,258.6000061035156,259.2749938964844,258.5799865722656,259.114990234375,360509.0,-0.0019874733236914244,259.07448120117186
2025-10-20 14:03:00+00:00,258.70098876953125,258.7395935058594,258.42010498046875,258.625,247292.0,0.0003904975391810783,258.9706787109375
2025-10-20 14:04:00+00:00,258.8800048828125,258.92999267578125,258.6299133300781,258.7049865722656,149203.0,0.0006919807849699033,258.9511779785156
2025-10-20 14:05:00+00:00,258.6801147460937,258.9100036621094,258.5599975585937,258.8800048828125,244139.0,-0.0007721343207224285,258.7952209472656
2025-10-20 14:06:00+00:00,258.71051025390625,258.989990234375,258.6499938964844,258.67999267578125,157957.0,0.00011750229754770025,258.7143249511719
2025-10-20 14:07:00+00:00,258.65008544921875,258.82501220703125,258.6199951171875,258.739990234375,149569.0,-0.0002335614607547054,258.7243408203125
2025-10-20 14:08:00+00:00,258.760009765625,258.94989013671875,258.6412048339844,258.6499938964844,184171.0,0.0004249923838817171,258.73614501953125
2025-10-20 14:09:00+00:00,258.4800109863281,258.8800048828125,258.4599914550781,258.760009765625,200194.0,-0.001082079025852889,258.65614624023436
2025-10-20 14:10:00+00:00,258.2550048828125,258.5400085449219,258.19000244140625,258.4800109863281,183729.0,-0.0008704971137111217,258.5711242675781
2025-10-20 14:11:00+00:00,258.4750061035156,258.4856872558594,258.0701904296875,258.2550048828125,233123.0,0.0008518759231905815,258.5240234375
2025-10-20 14:12:00+00:00,258.69500732421875,258.7799987792969,258.4549865722656,258.5,243668.0,0.0008511508482758057,258.5330078125
2025-10-20 14:13:00+00:00,258.760009765625,258.760009765625,258.6099853515625,258.685791015625,167791.0,0.00025127056791163227,258.5330078125
2025-10-20 14:14:00+00:00,258.6600036621094,258.82000732421875,258.5299987792969,258.75,127560.0,-0.000386482067326388,258.5690063476562
2025-10-20 14:15:00+00:00,258.5799865722656,258.75,258.510009765625,258.67999267578125,191014.0,-0.0003093523881190219,258.6340026855469
2025-10-20 14:16:00+00:00,258.6159973144531,258.7499084472656,258.4100036621094,258.6000061035156,141733.0,0.00013926345447257127,258.6622009277344
2025-10-20 14:17:00+00:00,258.5299987792969,258.6300048828125,258.4599914550781,258.6000061035156,119943.0,-0.00033253370266839166,258.62919921875
2025-10-20 14:18:00+00:00,258.57000732421875,258.6299133300781,258.4800109863281,258.5299987792969,75633.0,0.0001547539748221194,258.59119873046876
2025-10-20 14:19:00+00:00,258.4599914550781,258.5599975585937,258.40008544921875,258.55010986328125,132976.0,-0.00042547807566362117,258.5511962890625
2025-10-20 14:20:00+00:00,258.5710144042969,258.69000244140625,258.45001220703125,258.45001220703125,138146.0,0.0004295556484146257,258.5494018554688
2025-10-20 14:21:00+00:00,258.69000244140625,258.7933044433594,258.5,258.57000732421875,226965.0,0.00046017546623899896,258.5642028808594
2025-10-20 14:22:00+00:00,258.7597045898437,258.9800109863281,258.6600036621094,258.6650085449219,168397.0,0.00026944276075457907,258.6101440429687
2025-10-20 14:23:00+00:00,258.6297912597656,258.7269897460937,258.45001220703125,258.7269897460937,121445.0,-0.0005020616725621707,258.6221008300781
2025-10-20 14:24:00+00:00,258.864990234375,258.8900146484375,258.6300048828125,258.6300048828125,123333.0,0.0009094040306174556,258.7031005859375
2025-10-20 14:25:00+00:00,259.1400146484375,259.1700134277344,258.8099975585937,258.8800048828125,284337.0,0.0010624241378236476,258.8169006347656
2025-10-20 14:26:00+00:00,259.1499938964844,259.1698913574219,258.8599853515625,259.1400146484375,156075.0,3.8509097332717346e-05,258.9088989257813
2025-10-20 14:27:00+00:00,259.29998779296875,259.3299865722656,259.1300048828125,259.1600036621094,176370.0,0.0005787918194752883,259.01695556640624
2025-10-20 14:28:00+00:00,259.6300048828125,259.7699890136719,259.260009765625,259.2901916503906,300264.0,0.001272723121403585,259.2169982910156
2025-10-20 14:29:00+00:00,259.5050048828125,259.6700134277344,259.3599853515625,259.6199951171875,203053.0,-0.00048145436832858213,259.3450012207031
2025-10-20 14:30:00+00:00,259.32000732421875,259.489990234375,259.2099914550781,259.489990234375,196782.0,-0.000712886283936176,259.38099975585936
2025-10-20 14:31:00+00:00,259.4884033203125,259.5299987792969,259.2200012207031,259.29998779296875,135959.0,0.0006493752558136556,259.448681640625
2025-10-20 14:32:00+00:00,259.7799987792969,259.82720947265625,259.47918701171875,259.5,184808.0,0.0011237321408326117,259.5446838378906
2025-10-20 14:33:00+00:00,259.3500061035156,260.20001220703125,259.07000732421875,259.739990234375,1868845.0,-0.0016552185610969605,259.4886840820312
2025-10-20 14:34:00+00:00,259.6000061035156,259.7099914550781,259.31500244140625,259.31500244140625,276181.0,0.0009639483096839374,259.5076843261719
2025-10-20 14:35:00+00:00,259.4800109863281,259.69000244140625,259.3399963378906,259.6137084960937,242357.0,-0.0004622307949393445,259.53968505859376
2025-10-20 14:36:00+00:00,260.1059875488281,260.3800048828125,259.45001220703125,259.4800109863281,546430.0,0.002412426915354926,259.6632019042969
2025-10-20 14:37:00+00:00,259.5150146484375,260.2099914550781,259.3699951171875,260.1199951171875,417645.0,-0.00227204650673285,259.610205078125
2025-10-20 14:38:00+00:00,259.42999267578125,259.760009765625,259.3500061035156,259.5150146484375,223805.0,-0.0003276187035706757,259.62620239257814
2025-10-20 14:39:00+00:00,259.5849914550781,259.5849914550781,259.2099914550781,259.44000244140625,182788.0,0.0005974589818942277,259.6231994628906
